,comment
564,"You are the best in the crypto field, good analysis go head"
565,Thanks for Saturna see you next time
566,SAT mooon
567,Go Go go SAT go.
568,Do you think this is the big bull run?
569,Great video
570,You bought SAT?
571,Thanks for the videos
572,SAT to the Pluto...
573,Saturna is the future
574,I really like your content thank you!
575,"Dude, loved the videos"
576,"✅ Get 5% Deposit Bonus On Binance - https://www.binance.com/en/register?ref=DPGD8GID
🚨 If Browser Feature Not Working (paste into safari) - trust://browser_enable"
577,thanks
578,Worth it 🚀🚀🚀
579,Saturna!!!
580,I keep getting told my transaction cannot succeed due to an insufficient output amount when I try to swap between bnb and sat??
581,Goin uppp
582,"Anybody else having issues swapping BNB to BNB smartchain in Trust Wallet? 

I go through the process like in the video, but then my BNB balance disappears and there's no notification/tracking of the swap. Currently out all of my BNB that I've attempted to swap to smart chain."
583,sat to the fucking moon. im tired of missing out
584,🪐🚀💎💪
585,So thats half way there
586,Does the version 1 or 2 on pancakeswap matter at all???
587,$SAT is so early that getting in now is a no brainer
588,Insane
589,been waiting an hour and its still not in my wallet. any idea?
590,Hey man i just bought saturna but it won't show me in my Trustwallet can you help me out im desperate :/
591,Going to be HUGEEE!! get in now while it's still early! I'll be holding for a long time ✊💎
592,Saturna is the best one I've found yet because the growth is otherworldly.
593,I have good feelings about this project
594,"This coin is yet to even take it's rocket off the ground, hurry up and buy"
595,This guys fried but Saturna going to all 82 moons🪐
596,What?
597,Yeet Token is my latest buy. Started 2 days ago and already making big gains. 100x potential.
598,"can you also give us review $DHOLD?BSC contract add: 0x7Ef938c0c1ea5cecc7ECC4eCb2c970aFe37ba3B5
TIA"
599,100x coin 🪙
600,"Buy ""PUG CASH"" 
Next 100X coin...

Launched few days ago..."
601,Really enjoy your analysis of projects!
602,Carbon ceo daniel and the distx ceo adrian rugged the distx community out of over 2000 ETH last year october-december. Do your DD BETTER please. Daniel got paid 360 ETH out of the distx fundraiser and left the project as a thief in the night to focus on Carbon. CARBON = SHITCOIN
603,Still early for the next Shiba. Check the insane tokenomics of Husky coin.
604,"Hey guys, I have just started on crypto and I am getting to know the playing field. Yet I can't seem to find any place to invest in Carbon.
I started to use Binance and expected CRBN to be available there, it wasn't.

I have checked for other platforms and signed up to Kraken. Nothing there either. Many other platforms don't exactly spark my trust and I want to keep the number of registrations in check.

Any ideas as to where to get CRBN or wether I missed something on Binance? Cheers!"
605,Look at FIRO🚀 bullish cross on weekly after bear markethttps://youtu.be/d6Gl0EVibiw
606,"$SAVEANIMAL and thank me later, 2M market cap gem"
607,YEET Coin! I am over 10X and the coin is only 48 HOURS old! MASSIVE POTENTIAL. The community is really active and everyone is pumping it!
608,"Can you make a video on how to buy such coins, what you need and such, I'm in NY and it's very frustrating not able to buy low cap coins, only have Robinhood and Coinbase available here 😒"
609,"Just great, thanks!"
610,#Yeet BEST COMMUNITY YEETIN TO MOON !! Early come join <3 10k holder & 12mil Marketcap in less than 48hrs <3
611,ICX💎💎💎
612,"Brave Browser + Carbon, can lead the worldddd!!!!!!!"
613,Where can you buy these gems?
614,$happy !!!!!
615,Tycoon (TYC) is at 7 mil rn. A social trading platform where you can follow succesfull traders much like etoro.
616,Can you do a video on $HAPPY? Seems like an awesome project and it’s currently pumping. Thanks!:)
617,Tried buying these on Trust Wallet through uniswap with Eth but the fees were insane..  higher than the value of the total amount I was investing.  Any advice on how to buy them for a realistic fee??
618,#HOGE coin on uniswap or whitebit is a great option for 25 to 100x gains in a month due to planned listing on an exchange. Take a look. It's a low cap gem
619,@BensonCrypto Where can we trade carbon? Thx for the content! Super helpful👍
620,"Hello 👋👋👋. 
How do I buy hedget in the U.S. ?"
621,i just subbed cause i remember you were the only one that called out the low key rise of Vechain.
622,"Where did you bought carbon ? I m not sure which trading platform is good.

Thanks for the help !"
623,May the FORTH be with you $$$$
624,"Benson, edit ur descrip buddy. Its true, but not right ;)"
625,Can we cover Holochain? Is destined to be a dead coin?
626,BANTER BAGG
627,You should check NFTART finance! that will go parabolic end of may ;)'
628,not sure what to $tel you guys
629,How do i buy carbon
630,Hokk !
631,Safemoon 🚀🚀🚀
632,"No, it's not ""justified in some cases."" It's never justified to silence someone just because you don't like what they have to say."
633,If your looking for a new coin with huge potential safehound finance is the one not even a week old and presale selling out within 22 seconds !
634,Yo everyone buy happy coin it’s just been uploaded a few days ago it’s going to the moon 100X!!! 🚀🚀🚀
635,Where to buy these low caps? Binance or?
636,"Love it. Subbed. Also, that voice is like butter, my goodness I love it."
637,Bepro 💎
638,What’s your thoughts on $SFUND - Seedify Fund
639,Trias bro
640,It’s all about #moontoken
641,Thanks
642,Nice! Did some swing trades with Carbon and made 135% in past 24 hours.
643,One which platform(s) can I buy the coins?
644,"Hedget will be freaking huge if they succeed, I’m definitely not sleeping on that. Time to invest those Doge gains...."
645,APOLLO SPACE TOKEN (AST/BNB)  TO THE MOON 🚀🚀🚀 !!!
646,This is great but don't sleep on GOLDUCK 🔥 started pumping and eazy 100x 🚀🚀🚀🚀🚀
647,I was wondering why my Carbon position value more than doubled yesterday 🤣
648,"Hi all, I can’t find where this coins from the video could be purchased. Any advice?"
649,Where would one find coins like this??
650,Is there a Chanel where Benson shares info ?
651,radix is my best option
652,CRBN is showing as inactive in UniSwap. How do you buy it? It also wants $250 in ETH fees.....
653,$HOKK we got souljaboy and other celebrities and we're just getting started!! You missed doge and shiba... how about you get in early for once !? Hokk to the mooooooooooonnnnnnnnn whitebit listing tomorrow !!!
654,Goldenduck ❤️❤️ coin is ready to moon
655,$SAT SATURNA! Just 4 days old and already $80M market cap. Get in now!🚀🚀
656,"Benson, do you have a Patreon as it was too late by the time I tried to buy Carbon and Hedget?"
657,"Hi 
Can you advise what platforms these gems are available on please, well done from fellow Irish man 👍"
658,Papp Mobile 🚀🚀
659,"I have noticed on more than one occasion and not only on your channel but on others as well, that the coins you talk about pump in no time and as soon as you start to become interested and ready to buy, the pump is over. Very frustrating. I have been in this crypto space since end of February. I have made several mistakes as you would expect and bought and sold at the wrong time. I am learning and have made decent gains. However I always seem to be in the coins that do NOT pump but go up and down with the eb and flow of the altcoin market.I like your style Benson but find it frustrating seeing other coins but your own pump at ,large percentages."
660,"I think that we are in Meme coins period for huge gains!!!After SHIBA, ACITA INU etc i think that  LEMUR FINANCE(similar project with few holders) has the potential to go to the moon 🌘🌘  🚀🚀🚀🚀!!!
Huge potential!!!"
661,Im trying to buy carbon using bittrex I cant find it help
662,İd like to hear yout opinion about safelight? Can it be the next safemoon?
663,$FLASH 🔥🔥
664,Sold my carbon on 25.04. wish you brought your video 2 weeks earlier as I watch all your videos. 😢anyway made 8x with carbon so all fine.
665,SATURNA!!!! thank me later
666,Saturna 🚀🚀🚀🚀🚀🚀🚀🔥🔥🔥🔥🔥
667,BUY SATURNA
668,"For anyone interested in another shitcoin to put some profit in: Saturna.  90 mil marketcap and 21K holders in 3 days, it is truly insane. Will probably hit 25K holders by tomorrow. DYOR!"
669,Vechain 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
670,The two great ones now for me are $WSP and $MBS. Both new and great :)
671,"Cardstarter is the cardano platform to host and help new projects to be launched on cardano blockchain, 
with only 10M coins as a max number of coin and all the hype on ADA it will be the next 5000$ coin."
672,YO BOIS CHECKOUT SpaceHouse (SPHSE/BNB) 🚀 1 DAY OLD TOKEN 1000X POSSIBLE CHECKIT OUT 🚀 136k market cap in 6 hours 🚀
673,saturna is where its @
674,Saturna🚀
675,"Getting this stuff from uniswap will atleast cost you $300 in fees.
THATS INSANE!!"
676,WHERE CAN I BUY THESE ALT COINS??? NOT ON CRYPTO OR COINBASE?
677,The amount of shitcoins being shilled in these comments are worrying.
678,"$Spacepug,next gem, super early!! 🔥🔥🚀🌕"
679,What platform is Hedget and Carbon available on?
680,"Go check out CharityOwl, solid token with great potential!"
681,Safemoon!!!!!
682,Digibyte!
683,MDT 🤑 🚀 🚀
684,How about Saturna? I heard good things about it
685,$Saturna !!!! 3 days already 80m mccap fast growing coin on BSC!!!!
686,GLITCH SUPER DEFI 100x
687,Check out Hydra Chain
688,$vidt is the biggest gem ever
689,Bro do one for enjin please 🙏🏽🙏🏽
690,Paid content ... script reading 📚😄
691,trias bro. that beast pumped from 1 to 25 bucks
692,"everyone buy ixi cash, will be listed on uniswap this week and its a project that has a good foundation"
693,"Heres a few in their infancy that are likely to go wild:
1. Happy
2. BNDB
3. Richie Rich
4. CoShi Inu
5. Moonwolf
Best of luck all!"
694,"Oraichain Token! Buy now, thank me later. You don't wanna be left behind when oracle season kicks in."
695,"Recently I've been interested in investing in cryptocurrency, but It's strange how people talk about all the profits they've been making through trading of bitcoin, while am here not making any profit at all. Please can Someone put me on the right path or at least tell me what I'm doing wrong?"
696,Very intriguing. So where can you buy Hedger coin?
697,$SHILD Network!
698,Which exchange do you CRBN on? Advice please
699,I have been looking at CRBN and strangely finding very different prices? Some show.0003 some like uniswap are showing.3 any ideas? Thanks
700,Safespace is the new 100x
701,SAFESPACE 🚀
702,#safespace is the way🚀
703,SAFESPACE TO THE MOOOON! x10 ALREADY FROM 1M$ MARKETCAP!
704,Bonfuego!!!!!!!!!!!!!!!!!!!!!
705,ARIGATO Token to the moon! Arigato is a diamond right now! 🚀🚀
706,Lol any ideas on where to even buy these coins
707,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
708,$happy 💎🙌🏽🔥 next 1000x
709,Can't beat safe moon🚀🚀
710,Top notch Mr. Benson :) what are your thoughts on micro cap projects getting ready for cardano? Have you done any research in that space?
711,How and where do you buy these ??
712,OXT & Coti
713,"Safelight is about to explode. Over 30k wallets, 50% more than one week ago. Marketing just starting and price is still cheap to make insane profits."
714,"Excuse this dopey question, Benson. But, (There's always a But 😅) Where is the best/cheapest exchange? Keep your Great Vids coming!!! 👍👏"
715,XLM !!!!!!!!!!
716,FOX.Finance 🦊 extreme potential. First NFT Marketplace on Binance Smart Chain end of May 🦊
717,Saturna 🪐
718,Revain Coin update pls
719,"Careful Ben, the description for this video says ""This IS financial advice"". Don't want you to get in trouble my man!"
720,#MOONTOKEN  to the MOOOOON
721,Where can I buy crbn and hedgit
722,What do you think about Harmony?
723,be careful of alameda big bully of a centralized exchange
724,What do you think about $Hapi from HACKEN Foundation
725,Where can you buy carbon or hedget?
726,GLXM hitting Pancakeswap in a few hours. Should I pick some up? How do you feel about it?
727,Moonlight token have awesome tools!!! It will be HUGE!!!🚀🚀🚀
728,Thanks 🙏
729,SFUND
730,where do i buy carbon
731,"SAFEMOON
SAFEMOON 
SAFEMOON 
SAFEMOON
SAFEMOON
SAFEMOON
SAFEMOON 
SAFEMOON 
SAFEMOON
SAFEMOON
SAFEMOON
SAFEMOON 
SAFEMOON 
SAFEMOON
SAFEMOON"
732,"Great information, thanks for sharing it."
733,Where can I buy these????
734,Check out View pool (VEP)  it’s one month old.
735,How to buy those smallcap coins?
736,I am in Australia. What exchanges can I use to purchase Carbon and Hedget Chart?
737,"I’ve stopped trusting you months ago, why don’t you talk about KISHU INU right now or why you never said anything about the shiba before? You are getting paid from those companies to pump their coins up. You’ve been talking about cardano for months and nothing happen!! I don’t believe you anymore"
738,Auction (Bounce)!🚀
739,"I've been a holder of CRBN since the token sale in November, and I've been following it very closely ever since. Carbon is an amazing project with incredible potential. It's one of the few crypto projects where I can actually get my hands on the product I'm invested in, and I can see for myself the progress it is making. CRBN is not highly correlated with Bitcoin's price action, and it has really helped keep my portfolio stable when my high-caps are crashing.

As an early investor in this project, I want the developers to take their time and build out the idea they've laid down in their white paper and blogs before they open the flood gates for new users. This project could serve as a valuable link between the regular world and the crypto world, and I want every new user to be able to experience the vision that is guiding the developers in its creation. Until then, the developers are very much in touch with their community and they've got a group set up for feedback/ideas/bugs.

Make an account, try it for yourself, and come join us! The platform feels like a growing village right now, but in the months to come it will explode into a thriving metropolis full of colorful characters that Twitter and Facebook hate (but the internet loves). Carbon isn't trying to become a ""Twitter killer"", Carbon wants to be Carbon, a truly unique and powerful social platform jam-packed with features no other platform possesses. It isn't trying to win the game, it's re-inventing the game with a whole new set of rules designed to benefit the users. For this reason I am insanely (and even irresponsibly) bullish on CRBN ;)

CRBN to the moon :D"
740,💚Akash Network (AKT)💚
741,I also would recommend to buy BABB ( BAX) 100x posible !!
742,Love the video outside of the normal coins you cover. Great value for your YouTube family!
743,This guy could tell me horse shit would 10x and I’d do it 😭
744,"How about REQ? on Token metrics it shows 2 months, like chiliz and ENJ before masive pump. Could you review REQ? ATH was 1 dolar, now 14 cents Mcap only 100kk"
745,"But how could I buy Hdeget coin, couldnt find any exchange support that coin"
746,AURO x1000 easily
747,How do you buy carbon?
748,"Thanks for the help bud! If you have a minute, have a look at VIDYA, It has solid team, great potential and future projects! 👍😁"
749,Thanks a lot for sharing
750,Timestamps without actual timestamps... 🤦🏻🤣
751,"Both Projects seem to have a high price , compared to the Risk involved at this stage . need a better entry point"
752,"Look into LTO Network please! :) Europes top blockchain, low market cap and top 15 in tx already for some time!"
753,nice 👍👍👍
754,The best way to earn more gem is to follow CRBN media 🚀🚀 and to have some in wallet !!!
755,Haha you mention it and 6 Hours after it makes a 135% plus. Amazing !
756,Smart Dude. Thank you.
757,But couldn't Hedget be destroyed by binance or coinbase just offering options?
758,How would one get carbon... Not really any other place besides uniswap
759,"Carbon is amazing! UNDER BOUGHT! What?!,
 nevermind, its flying off the shelves now!"
760,"Octans, Saturna about to blow!"
761,Where to buy them?
762,where the hell can i buy hedget??
763,Gamer_Finance is blowing up and it's not a meme like most low caps.
764,RSL is going haywire this week. So much so that Binanace has stopped withdraws until it stabalizes.
765,"Wow, 2 for 2 well done 💪💕"
766,Anybody know where to purchase carbon?
767,Safemoon
768,bro what happen to AIOZ NETWORK
769,Any coin with NGC and Almeda will never fail
770,Already pumped
771,Benson ur da man . Ur channel surely gonna touch 1m it’s super informative and detailed . Thank u very much for the kind information 🏆💯🚀🚀🚀🙏🏼🙏🏼
772,Where u can buy it?
773,Gourmet galaxy
774,where/how does one acquire carbon?
775,nice  content subscribed well done    mark
776,"Nice one. Also, ""it can become woooon stop shop"":)"
777,"I think, Hbar is undervalued right now!💰
Any thoughts?"
778,How do you buy hget
779,SATURNA🚀🚀🚀🚀
780,Saturna is a real gem. Still a very low market cap and its getting hyped up! Fill your bags!!
781,No one is talking about TEL COIN. But it’s cool
782,Where to buy carbon?
783,UBX is an entire ecosystem and only 100m cap.  Sleeping giant.
784,Where can you get these two coins?
785,beautiful....micro caps!!!!!
786,i watched this video and found carbon rlly interesting so i tried to make a carbon account bt it said i needed a meta mask account with activity so i sent some ETH from trust wallet to metamask and it never showed up. I Lost my money
787,$Toko it’s the coin to buy now it’s super low market cap dyor if you don’t get in now you will regret it forever it’s just getting started 200x in the tank left 20million MC NOW will be 1-2billion by end of bull run 🚀
788,"LOL.  So I decided hey why not put down $200 on CRBN for funsies.  Moved $200 in USDT from Binance over to my Trust wallet, ERC20 fee was about $30.  Have $170 left.  Hook up Uniswap to my Trust wallet and try and exchange USDT to CRBN, fee is $97.  Screw off."
789,Nice advertising 🤣🤣
790,Where is the best place to buy these crypto? Thanks
791,How much they give u for promoting coins
792,Spaceswap could be the best play out there. Super undervalued and totally under the radar.
793,"Verasity, $VRA. Best in the game"
794,"VRA, VET, TEL"
795,$MOONTOKEN TO THE MOON!!!
796,He can’t not talk about cardano lol
797,Tks Sean
798,"I'm kinda new, but not a complete beginner. Where do u suggest is safest place to get CRBN or HGET? And would u consider doing a demo?"
799,Can anyone tell me what exchange you can buy these coins from?
800,"I’ve copied address to uniswap from etherscan to get some Carbon , but it give me message: This token doesn't appear on the active token list(s). Make sure this is the token that you want to trade.

Any help please?"
801,How is nobody talking about Sovryn yet? Defi for BTC. Gonna be huge.
802,Great reviews dude. Subscribed 👍👍👍
803,"IDLE Finance is a GEM! TVL over 200 Million, backed by Consensys. MArket Cap under 25Mil...Built with Compound, Maker, Aave and just implemented Flash Loans"
804,You have to talk about CRYPTOBLADES coin it going to be massive by low just opened today!🚀🚀🚀🚀🚀🚀
805,BON FIRE ALREADY UP OVER 50X
806,PAR is a CLEAR 1000X COIN!
807,Vra to the moon
808,Look into DSLA and EQZ brother... you'll see why
809,Where are these available? I cannot use Binance US because I live in one of the few states that will not offer it.
810,Vra 🚀
811,FOX finance is the next one ! Super strong project and awesome community !
812,Sorry but Cosmos (Atom) is pretty similar to this Hedget if Im right. So that makes Hedget number 2 right?
813,It’s not on Coinbase or binance🤦‍♂️
814,Don't buy Carbon on uniripoff I mean Uniswap.  Use Bilaxy if you can.  Gate.IO u can pair with USDT.  I cant wait for Cardano smart contracts to land.  Etherium is the biggest rip off of all time.  Fee'd to death!
815,Holochain  💥💥💥💥
816,Can we buy crbn at Binance?
817,I've had my carbon tokens since last year and been getting the airdrop for being in top 300 :) thanks for the pump I was just complaining in the chat that we were a stable coin
818,I looked into doing a swap on Metamask and the fees were around $150-$170. Is that right (never done a swap before). Sounds crazy
819,$FWT - research it now or regret later.. yw
820,Cudos
821,Love your content! Let us know your thoughts on Vortex - Vbucks Crypto. It's a betting platform for gamers.
822,"Fix what you wrote , you wrote that its a financial advise"
823,can you have a look at copiosa please
824,Good to see you covering micro-small caps. I think everyone should have 5-10% in this explosive space. $500 of TRIAS rocketed to my most valuable holding in a month and it’s still under 50mil market cap! TE Foods TONE also has been a huge boost to my portfolio and more than makes up for the ones that tank. My question is how does Hedgit profit from options? If I took an option on TRIAS and it’s up 800% how are they mitigating that risk?
825,"Thanks much for these great gems! If you know, could you tell us which platforms to buy these if living in the United States?"
826,should check out $UBX
827,Please make more videos like this.
828,"It's very difficult now for any new social network to gain mainstream adoption and use. I suppose Tick Tok has achieved it, but that's because it's found a unique use case: people with an attention span of about 20 seconds, of which there are very many."
829,"Trias is still a low cap gem, it could be in the billions in the next few months."
830,Ben can you take a look at TRIAS
831,Take a look at $zero 0.exchange you'll be glad you did!
832,2 great alt coin possibilities- thx Benson
833,"Carbon seems really cool but im done paying crazy gas fees on etherium, which sucks that leaves me on exchanges....for now"
834,How do you feel about MDX (mandala exchange token)? Seems pretty interesting with the Binance Cloud partnership
835,Yall sleeping on RVP. Real life use cases with team backed by 20+ years of experience on board from JP Morgan and Yale computer scientists. Solving the problems for big banks when trading crypto.
836,How do I buy those coins?
837,"Measurable Data Token $MDT is still under radar, barely 50m market cap despite a solid project with real use cases."
838,"Wow this is incredible! Thank you for posting these gems! I wonder, how do you find gems and new projects?"
839,Trias 🚀 🌚
840,1. SingularityNET (AGI). 2. COTI.
841,"I appreciate your explanations, thank you."
842,It's not on Coinbase 😢
843,Nice one Benson! Interesting projects. Please look at $SYLO. Incredible.
844,GMR Finance and VRA🚀🚀🚀
845,How do we buy it!!?
846,GraphLinq! ☀️
847,"Check out these gems!! 💎❤
$COTI
$SXP
$VRA
$SWAP"
848,What exchanges are they on
849,Which of the exchanges can I get the carbon?
850,100xCoin.io is the next 100xCoin
851,Firo!
852,VRA and TRIAS 😎💎💎💎🔥🔥🚀🚀🚀
853,"I'm a poor fecker but Carbon is in my reach ...that said, fecking metamask and gas fees! Ugghhhhh.   Great info and analysis.  Thank you!"
854,"GMR Finance is a great new project only 5 days old, rocketing already so need to get in quick"
855,#HYPER gaming and crypto 🎮🚀
856,It would be nice if you also mention where/or how you picked up some of these coins.  which exchange you might have used.
857,Great video ! Do you plan on joining carbon yourself ?
858,How did you even buy these ?
859,"I don’t believe there will be a new social media platform, the market is saturated enough, there’s hundreds which release and fail, what’s so different about this one?"
860,"This channel is so good and provides some awesome information in the crypto space, one thing that would be better is if there are timestamps in the video :)))"
861,99.99% is a big number bro xD
862,Trias!!
863,How do you buy these coins?
864,"For me the best decentralized social media is Mastodon, though that lies outside the crypto currency space. Might be a controversial take, but many technologies being created using blockchains, while cool & shows the true power, don't need to be on a blockchain to be decentralized. Carbon does look pretty promising for a Twitter alternative dedicated for the NFT space though."
865,$Trias
866,"Poor people think about what there can buy with their  money, Rich people think about what there can invest in with their  money 💰💰💰;."
867,"Great projects, thank you x"
868,Hedget ....I'm in
869,"How do I invest in carbon and other altcoins?  I’m not sure where to go to buy.  Also I live in the USA.  There’s only so many cryptos I’m able to invest in on Coinbase, Binance, and Gemini.  Where can I get into the smaller altcoins living in USA?"
870,They prevent traders for being  liquidated ? Is that a solution that they have came up with or its something that option trading has already in general?
871,As a stock guy who’s also heavy in BTC and BTC loans ..I’m very interested in HGET’s options vs leverage for BTC
872,Williecoin bro
873,"I'm going to look into these.  What is the easiest way to buy these?
BTW - you're smart and have the face of angel!"
874,Buy NuCypher before it's too late 👍👀
875,You talk like you have a hot potato in your mouth  😂
876,"Safemoon, Shiba 🚀🚀🚀"
877,Where can I buy these coins? Can’t find carbon on FTX Binance Coinbase or kraken!
878,"I am in desperate need of an alt coin gem, had to sell off my entire ADA bag for emergency surgery on my pooch!  Hardest decision to make but only one choice in the matter!  Not to mention it was last Monday, right before the price increase......fml"
879,"hedget is very interesting, thanks for sharing! What do you think about $COOK finance? Seems to be a serious competitor that is cross-chain and has very high staking benefits"
880,Where can you buy carbon tokens?
881,Kylin! 🚀🚀
882,COS - Contentos. You will enjoy that one Benzo
883,"Both seem extremely high potential, but Uniswap gas fees are interstellar highway robbery... I would buy either if they were on kucoin, but I'll stick with HYDRA, OLT for now as my boom or busts"
884,Check Radicle!!
885,Carbon reminds me of social rocket which also has a working platform you can create an account on.
886,more of these videosssssss!!!!!
887,Isn't carbon a scam?
888,Thank from the North..cheers
889,Where do I buy these?
890,I want to know your opinion on VRA
891,For heavens sake stop waving your hands about
892,TLM - Alien Worlds. I'm accumulation zone. Completing a cup and handle pattern. Volume up 133% in the last day. Looks like its gearing up to bolt.
893,where to buy CRBN? not available on binance or kucoin
894,so lets say they actually hit 100x. whats your strategy to do you sell then or continue to hodl? or do you take profits along the way. if so then its not 100x gains. lol
895,on what platforms can you find these gems?
896,I’m a gonna go look for these 🤑... thanks for the tip boss
897,Look at GTH
898,Dogecoin look how fast it recovered 🐕🚀🌙
899,Is this on Coinbase?
900,"check out celer network too, ready to 2X soon."
901,"#CUMMIES is the first coin catering to the adult industry incl. NFT’s and depending on whether they can get this out there and in front of porn sites and adult entertainers, it could be huge. It’s a multi billion dollar industry"
902,I can't believe no one is talking about the $AMP collateral token for the Flexa Network....Yet
903,HOGE finance!!!!
904,What platform can you buy these coin at?
905,You think bitclout may have already moving ahead in what caravan is working now?
906,Copiosa and Arigato are going to x10 or more without a doubt!
907,"for better audience experience, please also mention the exchanges where we can buy.  Of course, we can look it up but for those who are driving and listening may forget to look up the coins and forget altogether."
908,"Excellent video as usual ,  thanks! but what is the symbol for Hedget?"
909,Love it - thanks for your great tips as always! Also great to find another Irish crypto fan - are you also from Dublin? 🇮🇪
910,Glitch
911,What about Raven Protocol?
912,I'm in for both. Thanks for the great research Sean.
913,You convinced me. 1k into Carbon 👌 Will comment below here next year. Let's see.
914,There the stupid face agsin on thumb nails
915,what site are these on im in colorado US seems like they are hard to get here
916,Another good one! Still want to hear your opinion on $DSLA!
917,"Hi benson 
Are you intressted to make a promotion video about equal network? Let me know"
918,Can someone please tell me were I go to get the hold of carban??
919,VRA is an amazing project!!!!
920,"For these smaller gem coins, are we talking just this market cycle or overall future? I've got some super small cap alts and just been going sideways for so long, making me miss out on less, but quicker gains"
921,Heget
922,Sounds amazing 🤩 thank you for your great content
923,I see you’re sleeping on $TEL
924,Elon Musk coin...check it out....Dogelon...$ELON  to the moon...
925,How to. Buy carbon?
926,BEPRO AND VRA 🚀🚀🚀🚀
927,"Check out Obortech Ben! I Think it has
 lots of potential."
928,Bepro
929,Crbn
930,Man look at Trodl $TRO
931,Link
932,Were can I get it??
933,Cant buy carbon on American exchanges 🤬
934,BitTorrent is a good one for hudle
935,FIRO
936,VRA 🚀
937,Man another great video from you!!! Keep it up!
938,"Moon token 🌚
Octa 🚀"
939,Love you Ben
940,SYLO is a huge opportunity
941,First!
942,17 seconds after posting 🚀
943,First
944,First
945,fresh indeed
946,🚀🪐
947,VANCAT NFT ELONGATE NFT SAFESTAR SAFEMARS SAFEMOON DEFI SYSTEM.50$100000000X  🤑🤑🤑🤑🤑🤑🤑👍👍👍👍👍👍
948,"I have been early to Safemoon and  day one on Bonfire since I have joined a few solid projects with some of the doge formula... Viagra Token (donates money to mens charities, first donation soon) super low market cap and easy gonna 30x and Saturna Token which is literally Bonfire x 10! These two are gonna explode!"
949,I have about 10% of my portfolio in uranium dogecoin any advice on any other stock that I can grow my $300k capital to a million dollars?
950,Trust wallet doesn’t show my about purchased in usd or profits . How do I check ?
951,🚀🚀🚀 to the moon!
952,LEEEEETS GOOOOOO SATURNAAAA
953,Satürna mooooonnnn
954,"The fact, is cryptocurrency is making financial waves and fighting against poverty in this modern era, and the question traders as them self is if the right time to invest ?
Before jumping into conclusion i think you should take a good look at things first. For the past few days the price of XRP has been fluctuating which means the market is currently unstable and you can't tell if it is going to bearish or bullish. While others still continue to trade without the fear of making loss, other are been patient. It all depends on the pattern with which you trade and also the source of your signal. I would say trading has been going smoothly for me, i started with $9,500 and i have accumulated over $89,600 within 2weeks with the trading strategies given to me by Expert Mr Powell His method are top notch and profitable, obviously he's the best. You can What///sap him."
955,"$PITBULL already awake, now goes on the way to the moon 🚀🚀🚀🚀🚀💪"
956,I just bought this hidden gem. Saturna will moon unexpectedly. So better to fill your bags as early as possible.
957,SATURNA  BABYYYY
958,$Saturna!!!!!! Lesgoo!
959,"Hey Pablo, I bought GFISH, Goldfish token. Where is your video about Goldfish? I can't find it anymore!!!!"
960,"Safemoon, Saturna and Bonfire! 🚀🔥🚀🔥"
961,wow im so early i buy more 🔥✅✅
962,My money already 5X in two days. This one is insane!
963,SATURNA $SAT 🚀🚀🪐
964,Saturna is taking off 🚀🚀🚀
965,Check out Ebuy Finance before it takes off
966,Saturna is love!!!!
967,Let's go Saturna!!!
968,Saturna!!!!!!!!
969,"This is a gem, had a blast since going in"
970,safedubai 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 x100
971,buy safe mamba token currently at low
972,Leopard Token 🚀🚀🚀🚀🚀🚀moon
973,Where to get it?
974,🚀 👩‍🚀 👨‍🚀 🚀 👩‍🚀
975,Blasting off 🚀🚀🚀
976,Let's go to Saturn(a)! Nice project.
977,Haha the PAPMOBILE BOTS🤦‍♂️🤣
978,No brainer investment
979,Pappmobile to the moon🚀🚀🚀 get in before its too late🚀🚀🚀
980,It has best community 🔥
981,"saturna is actually amazing. amazing community, great devs, very active in making new stuff, no regrets buying to saturna together boys💪"
982,SATURNA 🚀🚀🚀🚀🪐🪐🪐🪐🪐
983,The website is so clean
984,"Going in on HOKK I guess.

Help me retire please:

0x0529B83C9B911c976309625C8f61F172c51b9c88"
985,"90mil marketcap and 27K+ holders in 4 days, it is truly insane. Will probably hit 50K holders end of the week, DYOR! 🍾"
986,Saturna!
987,Last Moon has rug pulled
988,Pappmobile toke has a great project 100x 🚀🚀🚀
989,SATURNA 4 DAYS OLD YOU ARE BLESSED IF YOU READING THIS
990,SATURNA 🚀🚀🚀
991,NEW SAFEMOON = PAPPMOBİLE İS FİRE 🔥🔥🔥 7X İN TWO DAYS
992,PAPPMOBİLE BUY PANCAKESWAP 🚀🚀💪💥
993,papp mobile
